Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID
32,No,Travel_Rarely,634,Research and Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,4945.5,18783,3,No,17,3,4,2,6.0,3,3,3.0,2,0,2,101140
44,No,Travel_Rarely,1313,Research and Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,16790.5,3549,0,Yes,14,3,4,1,23.0,4,2,22.0,7,1,10,101141
30,No,Travel_Rarely,241,Research and Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,2141.0,5348,1,No,12,3,2,1,6.0,3,2,6.0,4,1,1,101142
45,No,Travel_Rarely,1015,Research and Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769.0,23447,1,Yes,14,3,1,0,10.0,3,3,10.0,7,1,4,101143
45,No,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385.0,24162,1,No,15,3,1,1,10.0,2,3,10.0,7,4,5,101144
31,No,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,5332.0,21602,7,No,13,3,4,0,10.0,3,3,5.0,2,0,3,101145
36,No,Travel_Rarely,559,Research and Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663.0,12421,9,Yes,12,3,2,2,7.0,2,3,3.0,2,1,1,101146
34,No,Travel_Frequently,426,Research and Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724.0,17000,1,No,13,3,1,1,9.0,3,3,9.0,7,7,2,101147
49,No,Travel_Rarely,722,Research and Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1,No,14,3,4,1,10.0,3,2,9.0,6,1,4,101148
39,No,Travel_Rarely,1387,Research and Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377.0,3835,2,No,13,3,4,3,10.0,3,3,7.0,7,7,7,101149
27,No,Travel_Rarely,1302,Research and Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066.0,16290,1,No,11,3,1,2,7.0,3,3,7.0,7,0,7,101150
35,No,Travel_Rarely,819,Research and Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,5208.0,26312,1,No,11,3,4,0,16.0,2,3,16.0,15,1,10,101151
28,No,Travel_Rarely,580,Research and Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0,No,21,4,2,1,6.0,5,2,5.0,3,0,0,101152
21,No,Travel_Rarely,546,Research and Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,3117.0,26009,1,No,18,3,3,0,3.0,2,3,2.0,2,2,2,101153
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,1569.0,18420,1,Yes,12,3,3,0,0.0,2,4,0.0,0,0,0,101154
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,16790.5,5220,3,No,11,3,3,1,27.0,2,3,5.0,2,1,0,101155
39,No,Travel_Rarely,170,Research and Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069.0,10302,0,No,15,3,4,1,11.0,3,3,10.0,8,0,7,101156
40,No,Travel_Rarely,884,Research and Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435.0,25800,1,No,13,3,4,2,18.0,2,3,18.0,15,14,12,101157
35,No,Non-Travel,208,Research and Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148.0,12250,1,No,12,3,4,1,15.0,5,3,14.0,11,2,9,101158
37,No,Travel_Rarely,671,Research and Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768.0,26493,3,No,17,3,1,3,9.0,2,2,4.0,3,0,2,101159
39,No,Travel_Frequently,711,Research and Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042.0,3140,0,No,13,3,4,0,10.0,2,1,9.0,2,3,8,101160
45,No,Travel_Rarely,1329,Research and Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1,No,19,3,1,2,10.0,3,3,10.0,7,3,9,101161
38,No,Travel_Rarely,397,Research and Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756.0,14199,3,Yes,19,3,4,1,10.0,6,4,5.0,4,0,2,101162
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,10306.0,21530,9,No,17,3,3,0,15.0,3,3,13.0,12,6,0,101163
37,No,Travel_Rarely,1470,Research and Development,10,3,Medical,1640,2,Female,71,3,1,nan,2,Married,3936.0,9953,1,No,11,3,1,1,8.0,2,1,8.0,4,7,7,101164
40,No,Travel_Rarely,448,Research and Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945.0,19948,6,Yes,15,3,4,0,18.0,2,2,4.0,2,3,3,101165
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,5743.0,10503,4,Yes,11,3,3,0,14.0,3,3,10.0,7,0,2,101166
48,No,Travel_Frequently,365,Research and Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,15202.0,5602,2,No,25,4,2,1,23.0,3,3,2.0,2,2,2,101167
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440.0,22098,6,Yes,14,3,4,2,7.0,2,2,2.0,2,2,2,101168
24,No,Travel_Frequently,567,Research and Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,3760.0,17218,1,Yes,13,3,3,0,6.0,2,3,6.0,3,1,3,101169
27,No,Travel_Rarely,486,Research and Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,3517.0,22490,7,No,17,3,1,0,5.0,0,3,3.0,2,0,2,101170
27,No,Travel_Frequently,591,Research and Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2580.0,6297,2,No,13,3,3,0,6.0,0,2,4.0,2,1,2,101171
40,Yes,Travel_Rarely,1329,Research and Development,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166.0,3339,3,Yes,14,3,2,0,10.0,3,1,4.0,2,0,3,101172
29,No,Travel_Rarely,469,Sales,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,4945.5,23413,9,No,11,3,3,0,8.0,2,3,5.0,2,1,4,101173
36,No,Travel_Rarely,711,Research and Development,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008.0,22792,4,No,12,3,3,2,9.0,6,3,3.0,2,0,2,101174
36,No,Travel_Frequently,772,Research and Development,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1,No,17,3,3,2,7.0,6,3,7.0,7,0,7,101175
39,No,Travel_Rarely,492,Research and Development,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295.0,7693,4,No,21,4,3,0,7.0,3,3,5.0,4,1,0,101176
49,No,Travel_Rarely,301,Research and Development,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,16413.0,3498,3,No,16,3,2,2,27.0,2,3,4.0,2,1,2,101177
50,No,Travel_Rarely,813,Research and Development,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,13269.0,21981,5,No,15,3,3,3,19.0,3,3,14.0,11,1,11,101178
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,2783.0,13251,1,No,19,3,1,0,2.0,3,3,5.0,2,2,2,101229
34,No,Travel_Rarely,1130,Research and Development,3,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433.0,19332,1,No,12,3,3,1,11.0,2,3,11.0,8,7,9,101180
36,No,Travel_Rarely,311,Research and Development,7,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013.0,10950,2,No,11,3,3,0,15.0,4,3,4.0,3,1,3,101181
49,No,Travel_Rarely,465,Research and Development,6,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966.0,11652,2,Yes,19,3,2,1,30.0,3,3,15.0,11,2,12,101182
36,No,Non-Travel,894,Research and Development,1,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374.0,15411,0,No,15,3,3,0,4.0,6,3,3.0,2,1,2,101183
36,No,Travel_Rarely,1040,Research and Development,3,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6,No,20,4,1,1,13.0,3,3,5.0,4,0,4,101184
54,No,Travel_Rarely,584,Research and Development,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,4945.5,18685,3,No,25,4,3,1,36.0,6,3,10.0,8,4,7,101185
43,No,Travel_Rarely,1291,Research and Development,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,16790.5,3525,1,No,24,4,1,1,14.0,3,3,14.0,10,6,11,101186
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3,Yes,24,4,1,0,13.0,2,4,11.0,9,6,7,101187
38,No,Travel_Frequently,1189,Research and Development,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7,No,15,3,4,2,19.0,4,4,5.0,11,2,9,101188
29,No,Travel_Rarely,991,Sales,5,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4945.5,3356,1,Yes,13,3,2,1,10.0,3,2,10.0,0,0,9,101189
33,No,Travel_Rarely,392,Sales,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505.0,3921,1,No,14,3,3,2,6.0,5,3,6.0,2,0,4,101190
32,No,Travel_Rarely,977,Research and Development,2,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0,No,13,3,3,2,10.0,4,2,5.0,5,1,6,101191
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,5476.0,22589,1,No,11,3,1,2,10.0,2,3,10.0,0,0,2,101192
49,No,Travel_Rarely,464,Research and Development,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4,Yes,16,3,2,1,17.0,2,2,2.0,2,2,2,101193
38,No,Travel_Frequently,148,Research and Development,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440.0,23826,1,No,22,4,2,0,4.0,3,3,4.0,3,3,3,101194
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,15972.0,21086,6,No,14,3,3,3,29.0,2,3,3.0,2,1,2,101195
49,No,Travel_Rarely,809,Research and Development,1,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4,No,14,3,1,0,23.0,2,3,8.0,7,0,0,101196
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3,Yes,16,3,4,0,21.0,2,3,2.0,0,0,2,101197
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1,No,11,3,1,0,2.0,3,3,2.0,2,0,2,101198
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Yes,25,4,3,1,7.0,2,3,6.0,5,1,2,101199
36,No,Travel_Rarely,1351,Research and Development,26,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6,No,14,3,2,2,10.0,2,2,3.0,2,0,2,101200
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195.0,4167,4,Yes,18,3,1,3,8.0,2,3,2.0,2,2,2,101201
23,Yes,Travel_Rarely,1320,Research and Development,8,1,Medical,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,20586,1,Yes,11,3,1,0,5.0,2,3,5.0,4,1,2,101202
38,No,Travel_Rarely,1495,Research and Development,4,2,Medical,1687,4,Female,87,3,1,nan,3,Married,3306.0,26176,7,No,19,3,4,1,7.0,5,2,0.0,0,0,0,101203
53,No,Travel_Rarely,1395,Research and Development,24,4,Medical,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005.0,3458,3,No,15,3,3,0,11.0,2,3,4.0,3,1,2,101204
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1691,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2,Yes,11,3,3,2,19.0,3,3,9.0,7,7,7,101205
32,Yes,Travel_Rarely,1259,Research and Development,2,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1,No,12,3,1,0,1.0,2,3,1.0,0,0,0,101206
26,No,Non-Travel,786,Research and Development,7,3,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,No,20,4,3,0,10.0,5,3,7.0,7,5,7,101207
55,No,Travel_Rarely,1441,Research and Development,22,3,Technical Degree,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,No,12,3,4,1,8.0,1,3,4.0,2,1,2,101208
34,No,Travel_Rarely,1157,Research and Development,5,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912,1,No,14,3,3,1,10.0,3,4,15.0,10,4,13,101209
60,No,Travel_Rarely,370,Research and Development,1,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,No,20,4,3,1,19.0,2,4,1.0,0,0,0,101210
33,No,Travel_Rarely,267,Research and Development,21,3,Medical,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,No,18,3,4,3,14.0,6,3,14.0,11,2,13,100435
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1,No,14,3,3,2,6.0,2,2,6.0,3,1,3,101212
34,No,Travel_Rarely,678,Research and Development,19,3,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338,1,No,12,3,2,0,10.0,3,3,10.0,9,8,7,101213
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,Yes,21,4,2,1,3.0,2,3,3.0,2,0,2,101214
44,No,Travel_Rarely,921,Research and Development,2,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810,1,Yes,19,3,2,1,9.0,2,3,8.0,7,6,7,101215
35,No,Travel_Frequently,146,Research and Development,2,4,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,Yes,14,3,3,0,6.0,2,4,5.0,4,1,4,101216
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1706,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,Yes,17,3,1,1,10.0,3,3,10.0,9,8,8,101217
24,No,Travel_Rarely,581,Research and Development,9,3,Medical,1707,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616,1,No,16,3,4,1,5.0,1,3,5.0,3,0,4,101218
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,9241.0,15869,1,No,12,3,2,0,10.0,3,3,10.0,8,8,7,101219
29,No,Travel_Rarely,1082,Research and Development,9,4,Medical,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,No,17,3,3,1,9.0,2,3,5.0,3,1,2,101220
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,No,15,3,3,0,10.0,2,2,13.0,7,6,7,101221
45,No,Non-Travel,1238,Research and Development,1,1,Life Sciences,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748.0,3395,3,No,23,4,4,1,25.0,3,2,23.0,15,14,4,101222
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,4,Male,58,1,1,Human Resources,3,Married,4945.5,11585,1,No,11,3,3,1,1.0,2,3,1.0,0,0,0,101223
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7,No,11,3,3,0,25.0,3,1,23.0,5,14,10,101224
26,No,Travel_Rarely,390,Research and Development,17,4,Medical,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217,1,No,15,3,3,3,3.0,3,4,3.0,2,0,2,101225
45,No,Travel_Rarely,1005,Research and Development,28,2,Technical Degree,1719,4,Female,48,2,4,Research Director,2,Single,16704.0,17119,1,No,11,3,3,0,21.0,2,3,21.0,6,8,6,101226
32,No,Travel_Frequently,585,Research and Development,10,3,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360,6,No,13,3,1,1,10.0,3,2,5.0,2,1,3,101227
31,No,Travel_Rarely,741,Research and Development,2,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1,No,14,3,4,1,6.0,2,4,5.0,2,0,3,101228
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Married,6430.0,20794,6,No,19,3,2,1,10.0,4,3,3.0,2,1,2,101229
40,No,Travel_Rarely,369,Research and Development,8,2,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,Yes,16,3,2,1,18.0,3,3,1.0,0,0,0,101230
24,No,Travel_Rarely,506,Research and Development,29,1,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,No,13,3,2,3,6.0,2,4,6.0,2,1,2,101231
46,No,Travel_Rarely,717,Research and Development,13,4,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697,6,No,14,3,4,0,19.0,3,3,10.0,7,0,9,101232
35,No,Travel_Rarely,1370,Research and Development,27,4,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151,2,No,16,3,2,1,17.0,3,3,7.0,7,0,7,101233
30,No,Travel_Rarely,793,Research and Development,16,1,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,2862.0,3811,1,No,12,3,2,1,10.0,2,2,10.0,0,0,8,101234
47,No,Non-Travel,543,Sales,2,4,Marketing,1731,3,Male,87,3,2,Sales Executive,2,Married,4978.0,3536,7,No,11,3,4,1,4.0,3,1,1.0,0,0,0,101235
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596,4,Yes,12,3,2,1,13.0,5,2,10.0,6,0,3,101236
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134.0,8658,5,Yes,13,3,2,3,16.0,3,3,2.0,2,2,2,101237
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,1,Male,34,1,2,Sales Executive,2,Single,16790.5,12147,6,No,15,3,2,0,10.0,2,3,0.0,0,0,0,101238
23,No,Travel_Rarely,160,Research and Development,4,1,Medical,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,12862,1,No,13,3,3,0,3.0,3,1,3.0,2,1,2,101239
31,No,Travel_Frequently,163,Research and Development,24,1,Technical Degree,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2,No,20,4,4,0,9.0,3,2,5.0,4,1,4,101240
39,No,Non-Travel,792,Research and Development,1,3,Life Sciences,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472.0,8989,1,Yes,15,3,4,1,9.0,2,3,5.0,8,5,8,101241
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840,3,No,13,3,3,1,10.0,2,1,4.0,3,0,2,101242
40,No,Travel_Rarely,611,Sales,7,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,16790.5,4349,1,No,14,3,2,0,21.0,3,2,21.0,8,12,8,101243
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1744,3,Female,56,1,3,Human Resources,3,Married,4945.5,6595,4,No,21,4,3,2,9.0,2,4,5.0,0,0,3,101244
30,No,Travel_Frequently,1312,Research and Development,2,4,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,4968.0,26427,0,No,16,3,4,0,10.0,2,3,9.0,7,0,7,101245
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,4945.5,2097,0,No,14,3,4,1,3.0,2,3,2.0,2,2,1,101246
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180.0,9732,6,No,11,3,3,1,6.0,0,2,4.0,2,1,2,101247
31,No,Travel_Rarely,1003,Sales,5,3,Life Sciences,1749,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943,1,No,19,3,3,1,10.0,3,3,5.0,2,0,2,101248
27,No,Travel_Rarely,1054,Research and Development,8,3,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,No,11,3,3,0,6.0,5,2,6.0,2,1,4,101249
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,2760.0,14630,1,No,13,3,3,0,2.0,3,3,2.0,2,2,2,101250
29,No,Travel_Frequently,461,Research and Development,1,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,23060,8,Yes,12,3,4,0,10.0,5,4,5.0,2,0,2,101251
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088,2,No,11,3,1,1,12.0,2,3,7.0,7,1,7,101252
34,No,Travel_Rarely,181,Research and Development,2,4,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586,0,Yes,14,3,1,3,6.0,3,3,5.0,0,1,2,101253
33,No,Non-Travel,1283,Sales,2,3,Marketing,1756,4,Female,62,3,2,Sales Executive,2,Single,5147.0,10697,8,No,15,3,4,0,10.0,2,2,11.0,7,1,7,101254
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1757,4,Female,80,3,2,Sales Executive,4,Single,4507.0,8191,3,No,12,3,3,0,8.0,1,4,5.0,1,0,4,101255
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,8564.0,10092,2,Yes,20,4,3,0,11.0,2,2,0.0,0,0,0,101256
38,No,Travel_Frequently,594,Research and Development,2,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4,No,14,3,2,1,9.0,4,2,6.0,1,0,5,101257
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1761,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002,2,No,13,3,1,3,10.0,2,3,1.0,0,0,0,101258
29,No,Travel_Rarely,590,Research and Development,4,3,Technical Degree,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,10007,1,No,13,3,3,1,1.0,2,3,1.0,0,0,0,101259
30,No,Travel_Rarely,305,Research and Development,16,3,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294.0,9128,3,No,16,3,3,1,10.0,3,3,7.0,0,1,7,101260
32,No,Non-Travel,953,Research and Development,5,4,Technical Degree,1764,2,Male,65,3,1,Research Scientist,2,Single,2718.0,17674,2,No,14,3,2,0,12.0,3,3,7.0,7,0,7,101261
38,No,Travel_Rarely,833,Research and Development,18,3,Medical,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539,3,Yes,16,3,3,1,15.0,2,3,1.0,0,1,0,101262
43,Yes,Travel_Frequently,807,Research and Development,17,3,Technical Degree,1767,3,Male,38,2,1,Research Scientist,3,Married,4945.5,15587,9,Yes,16,3,4,1,6.0,4,3,1.0,0,0,0,101263
42,No,Travel_Rarely,855,Research and Development,12,3,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,No,22,4,2,3,7.0,6,2,5.0,3,0,4,101264
55,No,Travel_Rarely,478,Research and Development,2,3,Medical,1770,3,Male,60,2,5,Research Director,1,Married,16790.5,19805,8,No,12,3,2,3,34.0,2,3,1.0,0,0,0,101265
36,No,Non-Travel,775,Research and Development,4,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5,No,15,3,4,2,11.0,2,2,9.0,8,1,7,101266
41,No,Travel_Rarely,548,Research and Development,9,4,Life Sciences,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1,No,20,4,2,2,5.0,2,3,5.0,3,0,4,101267
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4945.5,12313,1,Yes,14,3,3,1,15.0,3,3,15.0,14,0,7,101268
53,No,Non-Travel,661,Research and Development,1,4,Medical,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308,4,Yes,20,4,4,3,27.0,2,2,3.0,2,0,2,101269
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033,0,No,13,3,2,0,10.0,5,3,9.0,7,1,8,101270
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353,5,No,12,3,1,0,6.0,3,3,2.0,2,2,2,101271
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1780,2,Male,31,3,1,Sales Representative,2,Single,2679.0,4567,1,No,13,3,2,0,10.0,3,3,1.0,0,1,0,101272
38,No,Travel_Rarely,1153,Research and Development,6,2,Other,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,16376,1,No,11,3,2,1,5.0,3,3,5.0,4,0,4,101273
22,Yes,Travel_Rarely,1294,Research and Development,8,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,15999,1,Yes,17,3,3,0,1.0,6,3,1.0,0,0,0,101274
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1784,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,No,14,3,1,2,13.0,3,3,12.0,7,5,7,101275
51,No,Travel_Rarely,942,Research and Development,3,3,Technical Degree,1786,1,Female,53,3,3,Manager,3,Married,13116.0,22984,2,No,11,3,4,0,15.0,2,3,2.0,2,2,2,101276
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1787,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,No,14,3,1,2,5.0,2,3,5.0,2,0,3,101277
46,No,Travel_Rarely,734,Research and Development,2,4,Medical,1789,3,Male,46,3,5,Research Director,4,Divorced,16790.5,14218,7,Yes,17,3,3,1,24.0,3,3,2.0,1,2,2,101278
