Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID,IncomePerWorkingYear,ExperienceLevel,PromotionRate,TenureGroup,HighIncomeIndicator
40,Yes,Travel_Rarely,676,Research and Development,9,4,Life Sciences,1534,4,Male,86,3,1,Laboratory Technician,1,Single,2018.0,21831,3,No,14,3,2,0,15.0,3,1,5.0,4,1,0,101084,126.125,Senior,0.16666666666666666,3–5 Years,0
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1535,4,Male,64,2,3,Sales Executive,3,Married,7083.0,12288,1,Yes,14,3,4,0,10.0,3,3,10.0,9,8,6,101085,643.9090909090909,Mid,0.7272727272727273,5+ Years,1
31,Yes,Travel_Frequently,561,Research and Development,3,3,Life Sciences,1537,4,Female,33,3,1,Research Scientist,3,Single,4084.0,4156,1,No,12,3,1,0,7.0,2,1,7.0,2,7,7,101086,510.5,Mid,0.875,5+ Years,0
50,No,Travel_Frequently,333,Research and Development,22,5,Medical,1539,3,Male,88,1,4,Research Director,4,Single,14411.0,24450,1,Yes,13,3,4,0,32.0,2,3,32.0,6,13,9,101087,436.6969696969697,Senior,0.3939393939393939,5+ Years,1
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1541,2,Male,55,3,1,Sales Representative,3,Married,2308.0,4944,0,Yes,25,4,2,1,12.0,4,3,11.0,10,5,7,101088,177.53846153846155,Senior,0.4166666666666667,5+ Years,0
42,No,Travel_Rarely,1210,Research and Development,2,3,Medical,1542,3,Male,68,2,1,Laboratory Technician,2,Married,4841.0,24052,4,No,14,3,2,1,4.0,3,3,1.0,0,0,0,101089,968.2,Mid,0.0,0–1 Years,0
37,No,Travel_Rarely,674,Research and Development,13,3,Medical,1543,1,Male,47,3,2,Research Scientist,4,Married,4285.0,3031,1,No,17,3,1,0,10.0,2,3,10.0,8,3,7,101090,389.54545454545456,Mid,0.2727272727272727,5+ Years,0
29,No,Travel_Rarely,441,Research and Development,8,1,Other,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715.0,7288,3,No,13,3,3,1,9.0,3,3,7.0,7,0,7,101091,971.5,Mid,0.0,5+ Years,1
33,No,Travel_Rarely,575,Research and Development,25,3,Life Sciences,1545,4,Male,44,2,2,Manufacturing Director,2,Single,4320.0,24152,1,No,13,3,4,0,5.0,2,3,5.0,3,0,2,101092,720.0,Mid,0.0,3–5 Years,0
45,No,Travel_Rarely,950,Research and Development,28,3,Technical Degree,1546,4,Male,97,3,1,Research Scientist,4,Married,2132.0,4585,4,No,20,4,4,1,8.0,3,3,5.0,4,0,3,101093,236.88888888888889,Mid,0.0,3–5 Years,0
42,No,Travel_Frequently,288,Research and Development,2,3,Life Sciences,1547,4,Male,40,3,3,Healthcare Representative,4,Married,10124.0,18611,2,Yes,14,3,3,1,24.0,3,1,20.0,8,13,9,101094,404.96,Senior,0.6190476190476191,5+ Years,1
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1548,1,Male,47,3,2,Sales Executive,1,Married,5473.0,19345,0,No,12,3,4,0,9.0,5,4,8.0,4,7,1,101095,547.3,Mid,0.7777777777777778,5+ Years,1
33,No,Travel_Rarely,589,Research and Development,28,4,Life Sciences,1549,2,Male,79,3,2,,3,Married,5207.0,22949,1,Yes,12,3,2,1,15.0,3,3,15.0,14,5,7,101096,325.4375,Senior,0.3125,5+ Years,1
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1550,3,Male,38,3,4,Manager,4,Single,16437.0,17381,1,Yes,21,4,4,0,21.0,2,3,21.0,7,7,7,101097,747.1363636363636,Senior,0.3181818181818182,5+ Years,1
24,No,Travel_Rarely,350,Research and Development,21,2,Life Sciences,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296.0,10036,0,No,14,3,2,3,2.0,3,3,1.0,1,0,0,101098,765.3333333333334,Junior,0.0,0–1 Years,0
40,No,Non-Travel,1142,Research and Development,8,2,Life Sciences,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069.0,8841,3,Yes,18,3,3,0,10.0,2,3,2.0,2,2,2,101099,369.90909090909093,Mid,0.6666666666666666,1–3 Years,0
45,No,Travel_Rarely,538,Research and Development,1,4,Technical Degree,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441.0,20933,1,No,12,3,1,3,10.0,4,3,10.0,8,7,7,101100,676.4545454545455,Mid,0.6363636363636364,5+ Years,1
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1554,2,Female,98,2,1,Sales Representative,3,Married,2430.0,26204,0,No,23,4,1,2,6.0,5,3,5.0,3,4,2,101101,347.14285714285717,Mid,0.6666666666666666,3–5 Years,0
32,No,Travel_Rarely,824,Research and Development,5,2,Life Sciences,1555,4,Female,67,2,2,Research Scientist,2,Married,5878.0,15624,3,No,12,3,1,1,10.0,2,3,7.0,1,2,5,101102,534.3636363636364,Mid,0.25,5+ Years,1
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1556,3,Male,70,3,1,Sales Representative,4,Single,2644.0,17001,3,Yes,21,4,4,0,7.0,3,2,3.0,2,1,2,101103,330.5,Mid,0.25,1–3 Years,0
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439.0,13693,8,No,14,3,3,1,18.0,2,3,8.0,7,7,7,101104,338.89473684210526,Senior,0.7777777777777778,5+ Years,1
29,No,Travel_Rarely,598,Research and Development,9,3,Life Sciences,1558,3,Male,91,4,1,Research Scientist,3,Married,2451.0,22376,6,No,18,3,1,2,5.0,2,2,1.0,0,0,0,101105,408.5,Mid,0.0,0–1 Years,0
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1560,1,Male,46,3,2,Sales Executive,1,Married,4945.5,10589,2,No,13,3,4,1,8.0,6,1,2.0,2,2,2,101106,549.5,Mid,0.6666666666666666,1–3 Years,0
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1562,2,Male,64,2,2,Sales Executive,1,Married,9714.0,5323,1,No,11,3,4,1,10.0,4,3,10.0,8,6,7,101107,883.0909090909091,Mid,0.5454545454545454,5+ Years,1
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1563,3,Male,71,3,2,Human Resources,3,Married,6077.0,14814,3,No,11,3,3,0,10.0,2,3,6.0,3,1,2,101108,552.4545454545455,Mid,0.14285714285714285,5+ Years,1
35,No,Travel_Rarely,992,Research and Development,1,3,Medical,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450.0,21731,1,No,19,3,2,0,3.0,3,3,3.0,0,1,2,101109,612.5,Junior,0.25,1–3 Years,0
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,4945.5,17799,3,No,12,3,2,1,9.0,3,3,4.0,2,1,3,101110,494.55,Mid,0.2,3–5 Years,0
36,Yes,Travel_Rarely,104,Research and Development,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074.0,26619,1,Yes,12,3,4,1,1.0,2,3,1.0,0,0,0,101111,1037.0,Junior,0.0,0–1 Years,0
53,Yes,Travel_Rarely,607,Research and Development,2,5,Technical Degree,1572,3,Female,78,2,3,Manufacturing Director,4,Married,10169.0,14618,0,No,16,3,2,1,34.0,4,3,33.0,7,1,9,101112,290.54285714285714,Senior,0.029411764705882353,5+ Years,1
38,Yes,Travel_Rarely,903,Research and Development,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855.0,7653,4,No,11,3,1,2,7.0,2,3,5.0,2,1,4,101113,606.875,Mid,0.16666666666666666,3–5 Years,0
32,No,Non-Travel,1200,Research and Development,1,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,4087.0,25174,4,No,14,3,2,1,9.0,3,2,6.0,5,1,2,101114,408.7,Mid,0.14285714285714285,5+ Years,0
48,No,Travel_Rarely,1108,Research and Development,15,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,2367.0,16530,8,No,12,3,4,1,10.0,3,2,8.0,2,7,6,101115,215.1818181818182,Mid,0.7777777777777778,5+ Years,0
34,No,Travel_Rarely,479,Research and Development,7,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,2972.0,22061,1,No,13,3,3,0,1.0,4,1,1.0,0,0,0,101116,1486.0,Junior,0.0,0–1 Years,0
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,16790.5,23037,1,No,21,4,3,1,36.0,3,3,36.0,6,2,13,101117,453.7972972972973,Senior,0.05405405405405406,5+ Years,1
34,No,Travel_Rarely,1351,Research and Development,1,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,5484.0,13008,9,No,17,3,2,1,9.0,3,2,2.0,2,2,1,101118,548.4,Mid,0.6666666666666666,1–3 Years,1
26,No,Travel_Rarely,474,Research and Development,3,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,4945.5,11133,1,No,21,4,1,0,1.0,5,3,1.0,0,0,0,101119,2472.75,Junior,0.0,0–1 Years,0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,4945.5,12355,0,No,11,3,4,1,10.0,3,3,9.0,8,7,7,101120,449.59090909090907,Mid,0.7,5+ Years,0
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,4198.0,16379,2,No,12,3,2,0,8.0,5,4,3.0,2,1,2,101121,466.44444444444446,Mid,0.25,1–3 Years,0
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,6815.0,21447,6,No,13,3,1,0,15.0,5,3,1.0,0,0,0,101122,425.9375,Senior,0.0,0–1 Years,1
29,No,Travel_Rarely,1370,Research and Development,3,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723.0,16213,1,Yes,18,3,4,0,10.0,3,3,10.0,9,1,5,101123,429.3636363636364,Mid,0.09090909090909091,5+ Years,0
35,No,Travel_Rarely,670,Research and Development,10,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,6142.0,4223,3,Yes,16,3,3,0,10.0,4,3,5.0,2,0,4,101124,558.3636363636364,Mid,0.0,3–5 Years,1
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,4945.5,4658,2,No,11,3,1,1,11.0,3,3,7.0,6,7,6,101125,412.125,Senior,0.875,5+ Years,0
29,No,Travel_Frequently,995,Research and Development,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853.0,24483,1,No,19,3,4,1,6.0,0,4,6.0,4,1,3,101126,1264.7142857142858,Mid,0.14285714285714285,5+ Years,1
36,No,Travel_Rarely,264,Sales,9,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,16790.5,19519,4,Yes,16,3,3,1,27.0,2,3,1.0,0,0,0,101183,599.6607142857143,Senior,0.0,0–1 Years,1
23,No,Travel_Rarely,977,Research and Development,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,2073.0,12826,2,No,16,3,4,1,4.0,2,3,2.0,2,2,2,101128,414.6,Mid,0.6666666666666666,1–3 Years,0
36,No,Travel_Frequently,1302,Research and Development,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,4945.5,19711,3,Yes,13,3,4,1,9.0,3,3,3.0,2,0,2,101129,494.55,Mid,0.0,1–3 Years,0
42,No,Travel_Rarely,1059,Research and Development,9,2,Other,1595,4,Male,93,2,5,Manager,4,Single,16790.5,26362,8,No,22,4,4,0,24.0,2,3,5.0,0,0,1,101130,671.62,Senior,0.0,3–5 Years,1
35,No,Travel_Rarely,750,Research and Development,28,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,3407.0,25348,1,No,17,3,4,2,10.0,3,2,10.0,9,6,8,101131,309.72727272727275,Mid,0.5454545454545454,5+ Years,0
34,No,Travel_Frequently,653,Research and Development,10,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063.0,15332,1,No,14,3,2,1,8.0,3,2,8.0,2,7,7,101132,562.5555555555555,Mid,0.7777777777777778,5+ Years,1
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,4639.0,11262,1,No,15,3,3,1,5.0,2,3,5.0,4,1,2,101133,773.1666666666666,Mid,0.16666666666666666,3–5 Years,0
43,No,Travel_Rarely,990,Research and Development,27,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876.0,5855,5,No,12,3,3,1,8.0,0,3,6.0,4,0,2,101134,541.7777777777778,Mid,0.0,5+ Years,0
35,No,Travel_Rarely,1349,Research and Development,7,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690.0,7713,1,No,18,3,4,1,1.0,5,2,1.0,0,0,1,101135,1345.0,Junior,0.0,0–1 Years,0
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,16790.5,3156,1,No,15,3,2,0,27.0,5,1,26.0,0,0,12,101136,599.6607142857143,Senior,0.0,5+ Years,1
28,Yes,Travel_Rarely,329,Research and Development,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408.0,7324,1,Yes,17,3,3,3,1.0,3,3,1.0,1,0,0,101137,1204.0,Junior,0.0,0–1 Years,0
22,No,Non-Travel,457,Research and Development,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,2814.0,10293,1,Yes,14,3,2,0,4.0,2,2,4.0,2,1,3,101138,562.8,Mid,0.2,3–5 Years,0
50,No,Travel_Frequently,1234,Research and Development,20,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245.0,20689,2,Yes,15,3,3,1,32.0,3,3,30.0,8,12,13,101139,340.75757575757575,Senior,0.3870967741935484,5+ Years,1
32,No,Travel_Rarely,634,Research and Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,4945.5,18783,3,No,17,3,4,2,6.0,3,3,3.0,2,0,2,101140,706.5,Mid,0.0,1–3 Years,0
44,No,Travel_Rarely,1313,Research and Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,16790.5,3549,0,Yes,14,3,4,1,23.0,4,2,22.0,7,1,10,101141,699.6041666666666,Senior,0.043478260869565216,5+ Years,1
30,No,Travel_Rarely,241,Research and Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,2141.0,5348,1,No,12,3,2,1,6.0,3,2,6.0,4,1,1,101142,305.85714285714283,Mid,0.14285714285714285,5+ Years,0
45,No,Travel_Rarely,1015,Research and Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769.0,23447,1,Yes,14,3,1,0,10.0,3,3,10.0,7,1,4,101143,524.4545454545455,Mid,0.09090909090909091,5+ Years,1
45,No,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385.0,24162,1,No,15,3,1,1,10.0,2,3,10.0,7,4,5,101144,398.6363636363636,Mid,0.36363636363636365,5+ Years,0
31,No,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,5332.0,21602,7,No,13,3,4,0,10.0,3,3,5.0,2,0,3,101145,484.72727272727275,Mid,0.0,3–5 Years,1
36,No,Travel_Rarely,559,Research and Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663.0,12421,9,Yes,12,3,2,2,7.0,2,3,3.0,2,1,1,101146,582.875,Mid,0.25,1–3 Years,0
34,No,Travel_Frequently,426,Research and Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724.0,17000,1,No,13,3,1,1,9.0,3,3,9.0,7,7,2,101147,472.4,Mid,0.7,5+ Years,0
49,No,Travel_Rarely,722,Research and Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1,No,14,3,4,1,10.0,3,2,9.0,6,1,4,101148,291.90909090909093,Mid,0.1,5+ Years,0
39,No,Travel_Rarely,1387,Research and Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377.0,3835,2,No,13,3,4,3,10.0,3,3,7.0,7,7,7,101149,488.8181818181818,Mid,0.875,5+ Years,1
27,No,Travel_Rarely,1302,Research and Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066.0,16290,1,No,11,3,1,2,7.0,3,3,7.0,7,0,7,101150,508.25,Mid,0.0,5+ Years,0
35,No,Travel_Rarely,819,Research and Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,5208.0,26312,1,No,11,3,4,0,16.0,2,3,16.0,15,1,10,101151,306.3529411764706,Senior,0.058823529411764705,5+ Years,1
28,No,Travel_Rarely,580,Research and Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0,No,21,4,2,1,6.0,5,2,5.0,3,0,0,101152,696.7142857142857,Mid,0.0,3–5 Years,0
21,No,Travel_Rarely,546,Research and Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,3117.0,26009,1,No,18,3,3,0,3.0,2,3,2.0,2,2,2,101153,779.25,Junior,0.6666666666666666,1–3 Years,0
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,1569.0,18420,1,Yes,12,3,3,0,0.0,2,4,0.0,0,0,0,101154,1569.0,Junior,0.0,0–1 Years,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,16790.5,5220,3,No,11,3,3,1,27.0,2,3,5.0,2,1,0,101155,599.6607142857143,Senior,0.16666666666666666,3–5 Years,1
39,No,Travel_Rarely,170,Research and Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069.0,10302,0,No,15,3,4,1,11.0,3,3,10.0,8,0,7,101156,255.75,Senior,0.0,5+ Years,0
40,No,Travel_Rarely,884,Research and Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435.0,25800,1,No,13,3,4,2,18.0,2,3,18.0,15,14,12,101157,549.2105263157895,Senior,0.7368421052631579,5+ Years,1
35,No,Non-Travel,208,Research and Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148.0,12250,1,No,12,3,4,1,15.0,5,3,14.0,11,2,9,101158,259.25,Senior,0.13333333333333333,5+ Years,0
37,No,Travel_Rarely,671,Research and Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768.0,26493,3,No,17,3,1,3,9.0,2,2,4.0,3,0,2,101159,576.8,Mid,0.0,3–5 Years,1
39,No,Travel_Frequently,711,Research and Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042.0,3140,0,No,13,3,4,0,10.0,2,1,9.0,2,3,8,101160,458.3636363636364,Mid,0.3,5+ Years,1
45,No,Travel_Rarely,1329,Research and Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1,No,19,3,1,2,10.0,3,3,10.0,7,3,9,101161,524.5454545454545,Mid,0.2727272727272727,5+ Years,1
38,No,Travel_Rarely,397,Research and Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756.0,14199,3,Yes,19,3,4,1,10.0,6,4,5.0,4,0,2,101162,705.0909090909091,Mid,0.0,3–5 Years,1
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,10306.0,21530,9,No,17,3,3,0,15.0,3,3,13.0,12,6,0,101163,644.125,Senior,0.42857142857142855,5+ Years,1
37,No,Travel_Rarely,1470,Research and Development,10,3,Medical,1640,2,Female,71,3,1,,2,Married,3936.0,9953,1,No,11,3,1,1,8.0,2,1,8.0,4,7,7,101164,437.3333333333333,Mid,0.7777777777777778,5+ Years,0
40,No,Travel_Rarely,448,Research and Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945.0,19948,6,Yes,15,3,4,0,18.0,2,2,4.0,2,3,3,101165,418.1578947368421,Senior,0.6,3–5 Years,1
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,5743.0,10503,4,Yes,11,3,3,0,14.0,3,3,10.0,7,0,2,101166,382.8666666666667,Senior,0.0,5+ Years,1
48,No,Travel_Frequently,365,Research and Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,15202.0,5602,2,No,25,4,2,1,23.0,3,3,2.0,2,2,2,101167,633.4166666666666,Senior,0.6666666666666666,1–3 Years,1
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440.0,22098,6,Yes,14,3,4,2,7.0,2,2,2.0,2,2,2,101168,680.0,Mid,0.6666666666666666,1–3 Years,1
24,No,Travel_Frequently,567,Research and Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,3760.0,17218,1,Yes,13,3,3,0,6.0,2,3,6.0,3,1,3,101169,537.1428571428571,Mid,0.14285714285714285,5+ Years,0
27,No,Travel_Rarely,486,Research and Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,3517.0,22490,7,No,17,3,1,0,5.0,0,3,3.0,2,0,2,101170,586.1666666666666,Mid,0.0,1–3 Years,0
27,No,Travel_Frequently,591,Research and Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2580.0,6297,2,No,13,3,3,0,6.0,0,2,4.0,2,1,2,101171,368.57142857142856,Mid,0.2,3–5 Years,0
40,Yes,Travel_Rarely,1329,Research and Development,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166.0,3339,3,Yes,14,3,2,0,10.0,3,1,4.0,2,0,3,101172,196.9090909090909,Mid,0.0,3–5 Years,0
29,No,Travel_Rarely,469,Sales,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,4945.5,23413,9,No,11,3,3,0,8.0,2,3,5.0,2,1,4,101173,549.5,Mid,0.16666666666666666,3–5 Years,0
36,No,Travel_Rarely,711,Research and Development,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008.0,22792,4,No,12,3,3,2,9.0,6,3,3.0,2,0,2,101174,800.8,Mid,0.0,1–3 Years,1
36,No,Travel_Frequently,772,Research and Development,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1,No,17,3,3,2,7.0,6,3,7.0,7,0,7,101175,650.75,Mid,0.0,5+ Years,1
39,No,Travel_Rarely,492,Research and Development,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295.0,7693,4,No,21,4,3,0,7.0,3,3,5.0,4,1,0,101176,661.875,Mid,0.16666666666666666,3–5 Years,1
49,No,Travel_Rarely,301,Research and Development,22,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,16413.0,3498,3,No,16,3,2,2,27.0,2,3,4.0,2,1,2,101177,586.1785714285714,Senior,0.2,3–5 Years,1
50,No,Travel_Rarely,813,Research and Development,17,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,13269.0,21981,5,No,15,3,3,3,19.0,3,3,14.0,11,1,11,101178,663.45,Senior,0.06666666666666667,5+ Years,1
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,2783.0,13251,1,No,19,3,1,0,2.0,3,3,5.0,2,2,2,101229,927.6666666666666,Junior,0.3333333333333333,3–5 Years,0
34,No,Travel_Rarely,1130,Research and Development,3,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433.0,19332,1,No,12,3,3,1,11.0,2,3,11.0,8,7,9,101180,452.75,Senior,0.5833333333333334,5+ Years,1
36,No,Travel_Rarely,311,Research and Development,7,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013.0,10950,2,No,11,3,3,0,15.0,4,3,4.0,3,1,3,101181,125.8125,Senior,0.2,3–5 Years,0
49,No,Travel_Rarely,465,Research and Development,6,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966.0,11652,2,Yes,19,3,2,1,30.0,3,3,15.0,11,2,12,101182,450.51612903225805,Senior,0.125,5+ Years,1
36,No,Non-Travel,894,Research and Development,1,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374.0,15411,0,No,15,3,3,0,4.0,6,3,3.0,2,1,2,101183,874.8,Mid,0.25,1–3 Years,0
36,No,Travel_Rarely,1040,Research and Development,3,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6,No,20,4,1,1,13.0,3,3,5.0,4,0,4,101184,488.7142857142857,Senior,0.0,3–5 Years,1
54,No,Travel_Rarely,584,Research and Development,22,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,4945.5,18685,3,No,25,4,3,1,36.0,6,3,10.0,8,4,7,101185,133.66216216216216,Senior,0.36363636363636365,5+ Years,0
43,No,Travel_Rarely,1291,Research and Development,15,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,16790.5,3525,1,No,24,4,1,1,14.0,3,3,14.0,10,6,11,101186,1119.3666666666666,Senior,0.4,5+ Years,1
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3,Yes,24,4,1,0,13.0,2,4,11.0,9,6,7,101187,327.2142857142857,Senior,0.5,5+ Years,0
38,No,Travel_Frequently,1189,Research and Development,1,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7,No,15,3,4,2,19.0,4,4,5.0,11,2,9,101188,236.75,Senior,0.3333333333333333,3–5 Years,0
29,No,Travel_Rarely,991,Sales,5,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4945.5,3356,1,Yes,13,3,2,1,10.0,3,2,10.0,0,0,9,101189,449.59090909090907,Mid,0.0,5+ Years,0
33,No,Travel_Rarely,392,Sales,2,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505.0,3921,1,No,14,3,3,2,6.0,5,3,6.0,2,0,4,101190,786.4285714285714,Mid,0.0,5+ Years,1
32,No,Travel_Rarely,977,Research and Development,2,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0,No,13,3,3,2,10.0,4,2,5.0,5,1,6,101191,497.27272727272725,Mid,0.16666666666666666,3–5 Years,1
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,5476.0,22589,1,No,11,3,1,2,10.0,2,3,10.0,0,0,2,101192,497.8181818181818,Mid,0.0,5+ Years,1
49,No,Travel_Rarely,464,Research and Development,16,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4,Yes,16,3,2,1,17.0,2,2,2.0,2,2,2,101193,143.72222222222223,Senior,0.6666666666666666,1–3 Years,0
